Title,Text,Author,Source,Label
Is Nancy Pelosi in Critical Condition After a Head-On Drunk Driving Accident?,NaN,NaN,Snopes Aggregator,Unreliable
Obama Left Trump a White House Full of Roaches?,NaN,NaN,Snopes Aggregator,Unreliable
Foreign Call Centers Must Transfer Customers to U.S. Reps?,NaN,NaN,Snopes Aggregator,Unreliable
Were 1957 Chevies Secretly Produced Until 1967?,NaN,NaN,Snopes Aggregator,Unreliable
Did Fukushima Officials Warn that Humans Should Never Eat Fish Again?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Was Sasha Obama Murdered in a Drive-By Shooting?,NaN,NaN,Snopes Aggregator,Unreliable
Does This Photograph Show a Huge Blue Whale Under a Rowboat?,NaN,NaN,Snopes Aggregator,Unreliable
Mennonite Biker Gangs Clash with Hells Angels at Sturgis?,NaN,NaN,Snopes Aggregator,Unreliable
Queen Elizabeth II Passes on Crown as She Retires?,NaN,NaN,Snopes Aggregator,Unreliable
Pope Francis Kisses David Rockefeller’s Hand?,NaN,NaN,Snopes Aggregator,Unreliable
Did John McCain Accidentally Vote ‘No’ on Affordable Care Act Repeal?,NaN,NaN,Snopes Aggregator,Unreliable
Did Russian Scientists Discover a ‘Cure’ for Homosexuality?,NaN,NaN,Snopes Aggregator,Unreliable
Malia Obama Busted Buying 6 Pounds of Marijuana in Chicago?,NaN,NaN,Snopes Aggregator,Unreliable
Did Justin Bieber and Katy Perry Say Pedophiles Run the Music Industry?,NaN,NaN,Snopes Aggregator,Unreliable
Online Store Selling ‘Horse Burkas’ for Muslim Customers?,NaN,NaN,Snopes Aggregator,Unreliable
Starbucks Dreamer Day,NaN,NaN,Snopes Aggregator,Unreliable
‘Life Is Hard; It’s Even Harder When You’re Stupid’,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Extraterrestrial Contact Law,NaN,NaN,Snopes Aggregator,Unreliable
Did Sgt. Gregory Hayes Kill Two Syrian Refugees for Raping His Daughter?,NaN,NaN,Snopes Aggregator,Unreliable
Did Starbucks Refuse Free Product to Marines Serving in Iraq?,NaN,NaN,Snopes Aggregator,Unreliable
Did a Man Die After ‘Holding in Farts’ at His Girlfriend’s House?,NaN,NaN,Snopes Aggregator,Unreliable
Are Charitable NGOs Trafficking People Across the Mediterranean to Europe?,NaN,NaN,Snopes Aggregator,Unreliable
McGregor vs. Mayweather Fight Called Off After Mayweather’s Arrest?,NaN,NaN,Snopes Aggregator,Unreliable
Does Pepto-Bismol Contain Xylitol,NaN,NaN,Snopes Aggregator,Unreliable
Does This Video Show Lightning Striking a River and Sparking an Explosion?,NaN,NaN,Snopes Aggregator,Unreliable
Did Facebook Shut Down an AI Experiment Because Chatbots Developed Their Own Language?,NaN,NaN,Snopes Aggregator,Unreliable
Will 2017’s Perseid Meteor Shower Be the Brightest in Recorded Human History?,NaN,NaN,Snopes Aggregator,Unreliable
Rats Per Capita,NaN,NaN,Snopes Aggregator,Unreliable
Was a Giant System of Roots Discovered Below the Devil’s Tower Rock Formation?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
FBI Warning to ‘All Americans’ About Poisoned Produce,NaN,NaN,Snopes Aggregator,Unreliable
Did John McCain’s Vote Stop the ACA Repeal for the 2017 Fiscal Year?,NaN,NaN,Snopes Aggregator,Unreliable
Does NASA Data Show That Global Warming Isn’t Causing a Sea Level Rise?,NaN,NaN,Snopes Aggregator,Unreliable
Did Somali Muslims Take Over a Small Tennessee Town?,NaN,NaN,Snopes Aggregator,Unreliable
Is Former ‘Price is Right’ Host Bob Barker Dead at Age 94?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Russian Pilot Flying Under a Bridge in 1965?,NaN,NaN,Snopes Aggregator,Unreliable
Scaramucci Posts Nude Photos of His Wife as Revenge for Divorce?,NaN,NaN,Snopes Aggregator,Unreliable
Steven Furtick Signs Six Year,NaN,NaN,Snopes Aggregator,Unreliable
Live Panda Flown from China to U.S. in Business Class?,NaN,NaN,Snopes Aggregator,Unreliable
German Tank Shot Down UFOs?,NaN,NaN,Snopes Aggregator,Unreliable
Was a Musician Deported for Attacking a Los Angeles Street Vendor?,NaN,NaN,Snopes Aggregator,Unreliable
Was Rat Meat Sold as Chicken Wings?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Was Kirk Cameron Diagnosed With a Rare Form of Leprosy?,NaN,NaN,Snopes Aggregator,Unreliable
Lion Snuggles With Cat?,NaN,NaN,Snopes Aggregator,Unreliable
‘Popcorn Carnival’ WhatsApp Hoax,NaN,NaN,Snopes Aggregator,Unreliable
Is this a Kayaker Paddling Through a Pod of Orca Whales?,NaN,NaN,Snopes Aggregator,Unreliable
John Lennon Played Guitar with Che Guevara?,NaN,NaN,Snopes Aggregator,Unreliable
The Kayak and the Whale,NaN,NaN,Snopes Aggregator,Unreliable
Is Snapchat Building a Facial Recognition Database for the Feds?,NaN,NaN,Snopes Aggregator,Unreliable
Did The Federal Bureau of Investigation Seize Smashed Hard Drives From Rep. Wasserman-Schultz’s Home?,NaN,NaN,Snopes Aggregator,Unreliable
Is This ‘Walking’ Protein What Happiness Really Looks Like?,NaN,NaN,Snopes Aggregator,Unreliable
If You See This on a Walmart Receipt,NaN,NaN,Snopes Aggregator,Unreliable
Tom Hanks Wears Political T-Shirt?,NaN,NaN,Snopes Aggregator,Unreliable
Did CNN Bury the Justine Damond Story Because She Was a White Woman Killed By a ‘Black Islamic Immigrant From Somalia’?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Did Muslim Federal Judge ‘Mahal al Alallaha-Smith’ Rule that Two Items of Sharia Law Are Now Legal?,NaN,NaN,Snopes Aggregator,Unreliable
Did Anthony Scaramucci Post a Sexually Explicit Tweet in 2009?,NaN,NaN,Snopes Aggregator,Unreliable
Creflo Dollar Debuts New Pulpit Made Entirely of Hundred Dollar Bills?,NaN,NaN,Snopes Aggregator,Unreliable
Did a Middle School Student Break Both Arms Jumping Off a Water Tower for a Science Project?,NaN,NaN,Snopes Aggregator,Unreliable
Burundanga/Scopolamine Warning,NaN,NaN,Snopes Aggregator,Unreliable
Was a Holistic Doctor Killed by Police for Working Against ‘Big Pharma’?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Whale in a Venice Canal?,NaN,NaN,Snopes Aggregator,Unreliable
Waste Management to Offer Dead Body Pickup Service in Response to Proposed Health Care Changes?,NaN,NaN,Snopes Aggregator,Unreliable
NASA Confirms 15 Days of Darkness?,NaN,NaN,Snopes Aggregator,Unreliable
Were Chester Bennington and Chris Cornell Murdered to Cover Up a Pedophile Ring?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a ‘League of German Girls Inspection’ During World War II?,NaN,NaN,Snopes Aggregator,Unreliable
Shelling from Royal Caribbean’s M.S. ‘Allure’ Sinks Carnival Cruise Vessel that Crossed into Disputed Waters?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Miranda Cosgrove Arrested for Prostitution?,NaN,NaN,Snopes Aggregator,Unreliable
Did John McCain Admit He Was a ‘War Criminal’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Trump Send Feds to Raid Islamberg,NaN,NaN,Snopes Aggregator,Unreliable
Mother and 3 Kids Found Dead,NaN,NaN,Snopes Aggregator,Unreliable
Did Barack Obama Say ‘The Country Owes Me a Debt of Gratitude’?,NaN,NaN,Snopes Aggregator,Unreliable
Federal Judge Orders Chris Tomlin to Stop Adding Choruses to Perfectly Good Hymns?,NaN,NaN,Snopes Aggregator,Unreliable
John McCain No Longer a Senator?,NaN,NaN,Snopes Aggregator,Unreliable
Did DJ Khaled Break a Horse’s Back By Riding on it?,NaN,NaN,Snopes Aggregator,Unreliable
Can U.S. Birth Certificates Unlock Hidden ‘Strawman’ Financial Accounts?,NaN,NaN,Snopes Aggregator,Unreliable
Body of a Waitress Pulled from the Clintons’ Burned-out Guest House?,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Wrote that Being an Atheist Gives Him a Business Edge?,NaN,NaN,Snopes Aggregator,Unreliable
Did Chelsea Clinton Say Female Genital Mutilation Has ‘Health Benefits’?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Is This President Trump With a Controversial Russian Lawyer?,NaN,NaN,Snopes Aggregator,Unreliable
Fox News Banned in Canada?,NaN,NaN,Snopes Aggregator,Unreliable
Did George Orwell’s ‘1984’ Predict the Power of Smartphones?,NaN,NaN,Snopes Aggregator,Unreliable
Dead Bigfoot Confirmed at Elephant Butte Lake,NaN,NaN,Snopes Aggregator,Unreliable
Did a Former Haitian Official Commit Suicide Before Clinton Testimony?,NaN,NaN,Snopes Aggregator,Unreliable
Margarine vs. Butter: What’s Better?,NaN,NaN,Snopes Aggregator,Unreliable
Clinton/Lynch Pilot Breaks His Silence on What Was Said?,NaN,NaN,Snopes Aggregator,Unreliable
Was George Soros an SS Officer or Nazi Collaborator During World War II?,NaN,NaN,Snopes Aggregator,Unreliable
Do You Know the Danger of  Turning on the A/C After Starting the Engine?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Real Photograph of Donald Trump’s Older Sons?,NaN,NaN,Snopes Aggregator,Unreliable
Is Hobby Lobby Closing All Their Stores?,NaN,NaN,Snopes Aggregator,Unreliable
CIA Agent Confesses on Deathbed: ‘We Blew Up WTC7 on 9/11’?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Peer-Reviewed Study Proves All Recent Global Warming Fabricated by Climatologists?,NaN,NaN,Snopes Aggregator,Unreliable
Was Malia Obama Fired from an Internship at the Spanish Embassy?,NaN,NaN,Snopes Aggregator,Unreliable
Was James Comey Taken from His Home by Feds at 3 A.M.?,NaN,NaN,Snopes Aggregator,Unreliable
Woman Comes Out of Grave and Walks After Being Dead for Three Years?,NaN,NaN,Snopes Aggregator,Unreliable
Were the Georgia Guidestones Stolen and Taken to New Hampshire?,NaN,NaN,Snopes Aggregator,Unreliable
Did Donald Trump Assault a Marine Then Rip Off His Cover?,NaN,NaN,Snopes Aggregator,Unreliable
Does Lil’ Wayne Have One Month to Live?,NaN,NaN,Snopes Aggregator,Unreliable
Did Muslims Demand Pork-Free Menus?,NaN,NaN,Snopes Aggregator,Unreliable
Is Pastor and Gospel Singer Don Moen Dead After a Short Illness?,NaN,NaN,Snopes Aggregator,Unreliable
